query_id,semantic_similarity,recency_days,engagement_score,term_overlap,time_of_day_match,relevance
146,0.4673,30.91,10.52,0.3592,0.4853,0.5198
12,0.3851,85.15,21.49,0.2084,0.0222,0.3525
75,0.5754,11.34,28.72,0.5458,0.3001,0.5593
88,0.3663,15.06,1.73,0.4838,0.4463,0.4461
93,1.0,45.75,17.65,0.4289,0.1424,0.7422
64,0.4277,7.89,22.69,0.1802,0.4708,0.4322
46,0.7458,14.37,13.23,0.4108,0.2445,0.5653
30,0.6894,7.01,47.58,0.1569,0.4978,0.6192
131,0.6388,50.24,62.74,0.4119,0.7286,0.63
61,0.6932,43.6,36.17,0.2781,0.6971,0.5991
10,0.2405,83.57,29.74,0.3189,0.7545,0.3782
156,0.7128,30.36,13.86,0.365,0.4095,0.5961
24,0.9212,4.87,34.98,0.2098,0.4841,0.7003
115,0.5759,49.15,40.45,0.3715,0.3511,0.5078
108,1.0,28.14,7.79,0.2777,0.4059,0.6797
176,0.9832,16.82,10.37,0.5453,0.6342,0.8145
149,0.6183,27.74,6.53,0.2307,0.2712,0.4858
12,0.4804,25.14,5.21,0.5475,0.5932,0.5062
192,0.9576,44.43,3.27,0.1741,0.2674,0.6118
19,0.6206,51.11,16.17,0.2597,0.2798,0.4617
42,0.6809,22.45,6.58,0.152,0.5752,0.5733
128,0.4201,25.47,5.5,0.1761,0.6665,0.4126
161,0.5118,37.43,49.92,0.3001,0.7376,0.5503
180,0.5897,7.55,24.79,0.3657,0.1951,0.4971
155,0.8578,21.34,51.52,0.4025,0.3772,0.6439
143,0.9245,15.71,8.93,0.3438,0.515,0.6962
81,0.833,12.36,29.64,0.2131,0.5618,0.6433
50,1.0,2.04,26.6,0.4413,0.3794,0.743
10,0.6254,62.16,9.77,0.335,0.1576,0.4838
181,0.9676,5.32,13.53,0.3919,0.8125,0.7463
104,0.5252,7.26,49.86,0.0969,0.4775,0.4834
97,0.583,23.84,48.23,0.7157,0.64,0.6977
45,0.6705,25.01,11.88,0.2799,0.3343,0.5825
85,0.3549,4.16,2.27,0.2842,0.612,0.4581
127,0.4655,4.45,27.94,0.6583,0.4929,0.4518
149,0.8727,3.85,24.04,0.5398,0.9216,0.7514
108,0.8668,34.5,2.96,0.3672,0.5856,0.6915
29,0.5144,17.11,23.96,0.4628,0.7192,0.5414
97,0.6843,33.97,25.05,0.4384,0.2526,0.6514
188,0.8984,6.26,8.58,0.0924,0.6729,0.6743
14,0.5841,63.57,29.15,0.1668,0.1391,0.391
185,0.4279,48.63,13.78,0.2123,0.7799,0.4372
25,0.6826,17.25,8.25,0.5169,0.2667,0.5788
143,0.9052,1.31,49.76,0.7471,0.5751,0.8053
0,0.7801,61.55,26.01,0.3153,0.9597,0.6342
112,0.5352,7.6,30.88,0.1222,0.7146,0.5353
152,0.5193,3.3,14.88,0.1304,0.108,0.4657
101,0.6737,91.88,18.85,0.2428,0.4769,0.4951
107,0.779,19.76,21.4,0.0465,0.5757,0.5928
104,0.9035,53.89,9.2,0.3793,0.8555,0.6314
155,0.3468,8.62,43.29,0.4508,0.2421,0.4424
127,0.5941,32.74,26.16,0.0545,0.4633,0.4579
167,0.3783,23.8,14.25,0.5246,0.5945,0.5269
8,0.4228,26.57,32.94,0.5535,0.2115,0.5248
192,0.6597,20.97,2.81,0.3824,0.33,0.5668
138,0.4436,0.12,4.08,0.2892,0.264,0.4722
39,0.7054,2.46,11.89,0.0365,0.441,0.5165
66,0.6022,2.3,12.41,0.3524,0.5318,0.5681
33,0.3304,8.91,18.88,0.1851,0.1421,0.4465
172,0.6231,54.13,9.42,0.0336,0.5672,0.455
150,0.5198,39.29,29.56,0.1515,0.5537,0.4929
71,0.5171,32.63,13.94,0.1413,0.2864,0.4218
4,0.446,43.42,33.22,0.1892,0.4156,0.4547
2,0.9441,20.96,10.17,0.4972,0.7276,0.7078
90,0.5238,18.41,40.7,0.5139,0.6282,0.5986
74,0.6757,39.9,49.44,0.1591,0.6799,0.5812
61,0.6375,10.33,22.35,0.5512,0.6878,0.5705
37,0.3768,11.28,15.59,0.3923,0.2869,0.4206
181,0.7716,77.01,22.92,0.0594,0.6893,0.5165
100,0.3756,19.94,63.12,0.501,0.2476,0.5661
137,0.6185,57.12,8.24,0.5063,0.4731,0.5313
153,0.7246,23.92,45.99,0.385,0.8706,0.6312
1,0.6328,65.6,41.34,0.5199,0.3478,0.5454
115,0.8696,17.03,4.95,0.5884,0.1749,0.6682
80,0.5488,10.04,4.88,0.1807,0.1166,0.427
33,0.4777,61.39,16.35,0.4372,0.6602,0.4474
92,0.9103,0.78,30.22,0.3388,0.8826,0.7798
132,0.7639,30.01,30.57,0.2143,0.2439,0.5644
61,0.9277,48.03,29.95,0.2774,0.5043,0.7012
39,0.7944,1.61,30.16,0.1085,0.1725,0.633
183,0.8287,10.18,10.84,0.1972,0.7079,0.5884
190,0.5288,45.53,20.1,0.5544,0.265,0.462
116,0.4503,36.81,16.14,0.4618,0.131,0.4263
67,0.3806,36.4,15.91,0.3705,0.5275,0.4187
80,0.5693,9.71,14.98,0.1734,0.8282,0.5791
156,0.8384,14.63,16.93,0.1443,0.0555,0.6285
119,0.9328,26.3,20.6,0.1802,0.3947,0.7167
107,0.8302,39.93,34.93,0.4534,0.5647,0.5763
44,0.8955,38.22,11.25,0.2467,0.672,0.6929
19,0.9034,17.92,25.93,0.3298,0.5657,0.655
141,0.5079,19.95,25.23,0.5381,0.4197,0.5766
66,0.4187,9.84,4.8,0.6164,0.4708,0.4354
137,0.6666,2.53,12.08,0.0691,0.5865,0.5684
1,0.7048,13.3,41.85,0.5414,0.8454,0.6752
109,0.9789,17.41,14.39,0.3366,0.8106,0.6837
101,0.5283,2.46,4.6,0.3697,0.6395,0.4803
180,0.7964,0.51,56.95,0.3464,0.5203,0.7065
30,0.7265,2.86,4.69,0.1784,0.4681,0.5514
28,0.4922,82.53,28.47,0.2241,0.1743,0.4613
17,0.8569,71.5,23.02,0.1483,0.7656,0.6031
94,0.8109,26.23,45.17,0.0545,0.6185,0.6159
82,0.6218,3.74,23.54,0.3889,0.2651,0.5872
151,0.5793,51.93,18.42,0.3599,0.9129,0.524
124,0.4343,19.93,14.85,0.2735,0.711,0.4002
52,0.7299,29.23,20.44,0.4525,0.6475,0.5996
181,0.728,40.52,24.76,0.5018,0.6003,0.7032
53,0.603,111.37,17.55,0.3004,0.1041,0.4426
90,0.6492,52.52,19.95,0.5547,0.5222,0.5488
174,0.7764,11.05,1.37,0.0482,0.3223,0.5695
126,0.4246,1.7,14.85,0.3381,0.9332,0.588
48,0.7067,2.29,0.48,0.2876,0.7059,0.5735
26,0.846,6.63,16.47,0.2478,0.1263,0.6387
8,0.4263,27.42,27.34,0.3098,0.493,0.4276
21,0.9266,86.49,54.03,0.7419,0.4636,0.7619
168,0.6258,74.01,34.05,0.2154,0.501,0.4878
162,0.9616,12.01,24.1,0.2508,0.4602,0.6907
100,0.4061,6.43,12.98,0.3401,0.6018,0.4547
28,0.51,83.65,74.37,0.1507,0.8291,0.4962
176,0.5837,2.9,35.48,0.2558,0.7376,0.5858
14,0.6876,5.43,2.27,0.3603,0.6075,0.6857
132,0.4434,5.18,10.95,0.3894,0.7219,0.4942
146,0.9199,0.6,32.88,0.6396,0.6864,0.883
131,0.5005,72.69,30.42,0.217,0.8639,0.4095
79,0.6541,2.49,16.04,0.1285,0.8137,0.6108
197,0.8999,29.98,32.28,0.2036,0.3086,0.7386
104,0.2902,67.74,71.23,0.6144,0.8146,0.4701
69,0.6344,27.97,27.87,0.1304,0.7535,0.4893
142,0.718,29.8,18.03,0.1633,0.1728,0.5223
86,0.2524,17.58,43.86,0.1414,0.688,0.4263
86,0.6995,24.29,17.77,0.2886,0.4823,0.5719
95,0.4481,33.62,4.72,0.3143,0.3791,0.4421
155,1.0,61.23,16.41,0.158,0.6186,0.6217
18,0.6988,38.34,14.26,0.1212,0.3212,0.5317
164,0.5316,95.19,19.23,0.073,0.7978,0.4485
185,0.727,15.18,7.01,0.1671,0.7476,0.6143
131,0.5822,33.14,61.25,0.3369,0.0744,0.5958
170,0.7018,14.51,7.89,0.2369,0.5817,0.6192
103,0.5998,114.32,3.4,0.5818,0.4587,0.4291
7,0.9601,17.42,10.48,0.144,0.9293,0.6862
167,0.5485,17.69,33.69,0.4626,0.2551,0.5671
24,0.5272,16.68,16.64,0.1582,0.5057,0.5657
9,0.5504,140.27,8.48,0.5161,0.4558,0.449
89,0.7951,49.08,13.87,0.4432,0.2874,0.6411
126,0.7788,12.15,54.89,0.3522,0.7753,0.706
196,0.8161,3.03,43.64,0.2622,0.3293,0.685
72,0.4328,54.67,29.49,0.0704,0.2291,0.464
9,0.5466,2.78,4.62,0.1797,0.1255,0.5166
43,0.6011,58.52,26.77,0.2605,0.7496,0.5583
121,0.2387,1.59,24.83,0.3772,0.7723,0.4787
191,0.8669,40.08,36.78,0.1247,0.3941,0.7098
42,1.0,6.12,29.71,0.1182,0.4992,0.7133
29,1.0,32.0,51.75,0.2779,0.4536,0.7374
197,0.7142,52.47,23.14,0.1906,0.475,0.4622
45,0.7236,72.06,6.32,0.4322,0.4206,0.5272
31,0.7042,36.36,36.26,0.2112,0.192,0.5653
128,0.402,21.18,10.92,0.4359,0.772,0.4743
8,0.9358,113.57,9.4,0.5373,0.6703,0.5606
103,0.5726,11.81,72.11,0.5264,0.4561,0.6693
104,0.6326,21.8,37.99,0.2519,0.0456,0.5989
88,0.9202,3.02,3.69,0.2247,0.5156,0.6945
133,0.7296,7.83,34.13,0.3943,0.7884,0.6895
46,0.8114,27.14,4.69,0.0182,0.3941,0.5303
91,0.6135,1.97,35.86,0.0179,0.679,0.5828
27,0.7636,75.1,11.76,0.5861,0.9357,0.6371
114,0.5518,14.36,17.47,0.2021,0.1901,0.4783
59,0.8303,69.23,27.8,0.1722,0.7135,0.6182
99,0.4106,2.1,12.41,0.1588,0.3004,0.3671
104,0.3224,20.96,0.4,0.2608,0.7724,0.4423
30,0.653,12.84,56.32,0.2537,0.5977,0.6366
109,0.5157,29.34,38.57,0.1129,0.7221,0.521
183,1.0,9.47,47.69,0.3323,0.5397,0.7654
75,0.7988,28.25,24.47,0.3047,0.6437,0.5402
93,0.648,26.68,14.88,0.3402,0.7173,0.5958
37,1.0,50.32,48.17,0.0177,0.675,0.6973
31,0.4622,1.02,26.14,0.1791,0.4001,0.3989
176,0.531,13.67,15.29,0.3681,0.1878,0.5702
100,0.5673,3.68,13.15,0.2328,0.6161,0.5347
188,0.939,49.12,34.33,0.3109,0.6457,0.6285
54,0.3125,32.48,25.44,0.3143,0.7096,0.4218
74,0.8887,20.47,15.5,0.1772,0.3923,0.5959
2,0.5243,75.72,9.62,0.3903,0.2291,0.4926
67,0.4836,102.81,17.14,0.1407,0.1663,0.3964
46,0.9609,35.76,26.1,0.334,0.2232,0.7085
178,0.8584,10.72,11.25,0.3571,0.3063,0.6577
37,0.546,23.52,20.52,0.4629,0.2487,0.5767
106,0.9527,8.95,12.87,0.4012,0.3366,0.639
118,0.982,11.4,5.18,0.1326,0.2158,0.6599
73,0.6738,26.2,11.09,0.3343,0.739,0.5529
182,0.9563,64.18,23.09,0.1677,0.463,0.6413
84,0.6523,21.57,24.45,0.3802,0.6108,0.6121
66,0.8941,23.8,9.35,0.2543,0.3207,0.7238
58,0.4081,46.11,37.75,0.3066,0.3491,0.4985
97,0.8558,11.47,3.58,0.1133,0.3857,0.6396
60,0.6695,34.84,47.99,0.3072,0.8373,0.5921
196,0.5733,22.68,17.78,0.1708,0.6271,0.3657
126,0.5495,31.33,8.49,0.0976,0.8986,0.391
114,0.5624,12.77,6.34,0.2631,0.4677,0.5041
139,0.8709,23.32,25.51,0.0743,0.6352,0.6776
133,0.5048,18.3,41.19,0.2998,0.3957,0.5257
53,0.7148,6.99,12.84,0.2092,0.8053,0.7066
186,0.628,1.95,9.36,0.1509,0.5595,0.5922
141,0.6601,37.04,60.69,0.5269,0.4144,0.5925
122,0.8164,9.64,23.44,0.1089,0.3674,0.6731
180,0.9268,35.91,15.78,0.6039,0.4321,0.6439
85,0.3634,1.77,19.54,0.2555,0.434,0.4109
151,0.9801,10.67,47.8,0.5697,0.2853,0.7931
109,0.3906,3.36,34.83,0.094,0.7335,0.4646
57,0.7096,8.3,10.03,0.0173,0.4821,0.5142
154,0.6791,20.58,10.98,0.031,0.6587,0.5159
111,0.6294,29.87,22.73,0.3157,0.3119,0.5504
148,0.7647,57.84,20.85,0.1804,0.6993,0.5289
130,0.712,10.14,51.88,0.4274,0.4687,0.6285
77,0.7474,3.38,14.36,0.3108,0.225,0.6532
127,0.3233,7.05,4.22,0.2624,0.6053,0.4255
64,0.7905,50.77,9.84,0.4698,0.5611,0.6581
193,0.9666,7.06,6.66,0.1518,0.442,0.7067
140,0.8493,33.21,24.97,0.3169,0.4858,0.6849
82,0.8823,60.1,20.09,0.4519,0.3382,0.614
43,0.6578,12.59,44.71,0.0972,0.3666,0.5752
46,0.8587,19.16,24.13,0.1507,0.1759,0.6825
160,0.673,15.01,43.57,0.2406,0.2222,0.6261
49,0.4117,21.04,40.16,0.2566,0.5829,0.5443
151,0.8653,52.39,36.21,0.3097,0.4832,0.6231
91,0.7078,11.34,22.72,0.3473,0.2645,0.6196
56,0.5826,0.1,6.66,0.1766,0.4111,0.6241
67,0.789,17.31,14.33,0.0635,0.4363,0.5493
183,0.5011,5.09,3.2,0.3964,0.5881,0.4014
10,0.5751,8.16,30.84,0.1475,0.5059,0.6128
198,0.4281,7.89,57.57,0.2049,0.5211,0.4496
2,0.4703,55.84,32.55,0.4654,0.6345,0.4035
183,0.5107,17.75,51.48,0.1051,0.8296,0.5161
130,0.4413,26.38,34.82,0.3583,0.1856,0.458
194,0.394,17.51,28.52,0.1239,0.8078,0.5039
197,0.7854,59.03,17.52,0.4679,0.688,0.6367
38,0.6506,17.79,13.47,0.3063,0.678,0.5513
105,0.9268,42.73,10.28,0.4501,0.6644,0.7282
161,0.7582,2.93,17.45,0.2453,0.6407,0.6746
53,0.3488,64.67,19.04,0.2179,0.0881,0.3829
132,0.2968,0.8,13.1,0.1808,0.4437,0.4278
187,0.8557,47.89,4.43,0.31,0.8955,0.5002
102,0.9372,17.14,41.24,0.074,0.6278,0.6699
103,0.8149,41.49,3.54,0.2002,0.7774,0.5491
29,0.9971,38.28,2.14,0.3459,0.4244,0.6458
106,0.7497,27.99,28.97,0.4719,0.3201,0.6362
176,0.5727,2.22,7.12,0.3624,0.6782,0.5084
180,0.3548,20.26,11.57,0.0829,0.4214,0.2775
47,1.0,0.51,59.92,0.3471,0.3564,0.9478
54,0.8734,35.32,17.28,0.0889,0.3857,0.6116
9,0.7469,27.91,21.0,0.3192,0.0232,0.5833
155,0.7551,23.8,22.88,0.1965,0.0759,0.6072
115,0.6285,11.06,27.42,0.385,0.6367,0.5551
133,0.5899,61.9,32.72,0.3869,0.1048,0.5465
154,0.5198,0.76,14.28,0.0925,0.4296,0.4535
190,0.5043,48.47,0.75,0.1473,0.4671,0.4981
80,1.0,41.1,18.24,0.3146,0.6469,0.7159
192,0.3775,5.04,1.37,0.1058,0.4137,0.463
11,0.7321,9.27,35.19,0.0757,0.3011,0.6178
80,0.6916,9.37,19.5,0.2654,0.4806,0.4885
26,0.2564,34.88,33.28,0.1922,0.7473,0.3302
192,0.6858,3.63,22.54,0.6548,0.4746,0.6733
160,0.5858,22.35,35.9,0.4859,0.6378,0.5192
156,0.5834,25.45,70.15,0.7325,0.465,0.6815
34,0.467,135.5,6.76,0.2056,0.3757,0.3428
180,0.6526,26.13,5.64,0.1933,0.3811,0.5911
118,0.4475,23.06,19.72,0.1628,0.4495,0.4539
88,0.2722,0.04,12.77,0.5632,0.4726,0.4497
181,0.9266,11.56,11.15,0.3595,0.6981,0.7076
140,0.8022,42.78,68.61,0.1383,0.4452,0.6594
51,0.4936,62.66,35.12,0.0605,0.5594,0.4666
10,0.6661,78.57,46.53,0.3749,0.5643,0.5909
92,0.7488,28.86,18.17,0.1842,0.4675,0.5947
28,0.8568,46.1,15.54,0.1137,0.5869,0.5678
15,0.692,7.36,9.35,0.3768,0.2965,0.5939
30,0.8854,71.54,53.93,0.0314,0.48,0.5792
11,0.4131,24.92,6.79,0.2832,0.4384,0.4775
63,0.9321,73.99,15.53,0.2154,0.826,0.7003
46,0.6458,1.74,34.06,0.215,0.0233,0.5932
161,1.0,33.13,10.91,0.0915,0.6775,0.7044
86,0.9461,17.15,5.39,0.3887,0.4343,0.6206
5,0.6197,1.81,45.47,0.0057,0.3475,0.5728
135,0.8737,15.86,29.32,0.4257,0.2803,0.6835
54,0.7835,14.77,23.37,0.463,0.7552,0.8196
137,0.7628,17.36,15.18,0.1944,0.6456,0.6224
101,0.7981,5.83,20.22,0.335,0.5453,0.6566
197,0.8289,11.2,11.65,0.5172,0.7321,0.7316
87,1.0,34.88,38.05,0.2973,0.3761,0.6782
23,0.4954,25.83,40.12,0.1676,0.7879,0.4948
104,0.4487,5.9,21.7,0.4337,0.636,0.5348
186,0.4773,1.01,27.01,0.0853,0.4915,0.52
89,0.7856,43.77,16.66,0.4818,0.3494,0.5845
163,0.4695,38.33,12.05,0.2316,0.6707,0.3896
68,0.6136,41.02,21.05,0.3913,0.6928,0.5133
185,0.9438,18.45,12.83,0.0963,0.0422,0.6464
18,0.8617,26.81,3.89,0.3884,0.216,0.6569
6,0.541,33.13,11.44,0.0519,0.6206,0.4254
56,0.5585,5.17,19.49,0.1346,0.7559,0.4727
57,0.7392,16.62,15.06,0.7479,0.34,0.7534
123,0.65,33.69,31.93,0.1159,0.6585,0.4969
52,0.6663,6.23,23.16,0.5219,0.7233,0.5992
165,0.5764,22.2,30.83,0.0604,0.6765,0.481
1,0.8429,3.77,25.39,0.4037,0.3888,0.699
98,0.6129,9.03,8.21,0.1325,0.7049,0.3804
147,0.6036,77.73,19.6,0.1192,0.5499,0.4628
82,0.5923,14.05,46.37,0.1827,0.5548,0.6072
34,0.5297,8.41,4.95,0.2724,0.7236,0.449
21,0.9343,9.64,9.11,0.3903,0.5729,0.6947
197,0.7752,7.78,9.08,0.3033,0.9217,0.7235
23,1.0,45.97,12.8,0.439,0.2968,0.6268
53,0.7897,3.73,31.1,0.4366,0.2397,0.6337
4,0.6917,3.9,5.12,0.3309,0.1474,0.5679
14,0.8894,3.95,14.97,0.6817,0.7538,0.6844
149,0.3953,12.27,21.63,0.1675,0.8674,0.3678
65,0.5022,12.34,8.41,0.5733,0.5466,0.5375
70,0.6797,58.87,4.03,0.1716,0.1816,0.5314
189,0.4627,17.37,14.29,0.1618,0.846,0.4391
105,0.4782,35.47,57.8,0.2118,0.4511,0.5068
42,0.5083,65.96,50.13,0.3539,0.7305,0.4946
26,0.5546,78.91,50.69,0.363,0.5026,0.5164
175,0.6067,25.0,5.8,0.1113,0.0722,0.5192
189,0.9699,35.86,44.76,0.2227,0.628,0.7578
70,0.4732,45.2,13.97,0.1034,0.6434,0.4459
169,0.5157,12.1,69.38,0.4486,0.5641,0.5719
158,0.7037,9.94,12.33,0.2004,0.5273,0.5086
140,0.9641,47.58,14.33,0.0561,0.0507,0.5404
168,0.5751,29.42,7.41,0.1792,0.5746,0.5621
196,0.3324,14.2,32.51,0.8481,0.4275,0.5056
144,0.2512,13.44,27.98,0.2239,0.2659,0.4277
82,0.7733,16.73,14.11,0.2536,0.6997,0.6423
70,0.7551,68.93,7.38,0.1968,0.5578,0.5025
195,0.7334,3.33,6.22,0.1497,0.8206,0.6582
114,0.4156,32.58,30.09,0.5027,0.694,0.4638
47,0.6837,18.44,17.54,0.4344,0.7963,0.6842
112,0.5413,1.5,47.45,0.2307,0.2686,0.5928
195,0.7661,27.01,17.53,0.1825,0.597,0.6434
82,0.5743,12.13,10.56,0.1638,0.5736,0.5515
110,0.4124,66.95,5.72,0.1547,0.3071,0.2824
112,0.7519,43.88,29.77,0.2472,0.1194,0.5826
6,0.8877,6.11,18.92,0.1475,0.5925,0.7302
44,0.5737,11.19,2.18,0.2375,0.3025,0.4284
141,0.6558,63.88,15.88,0.3243,0.1933,0.5428
34,0.7333,0.33,17.63,0.4147,0.6963,0.5737
147,0.2887,29.67,28.53,0.2755,0.4216,0.4889
20,0.5799,44.15,36.47,0.3394,0.619,0.4291
39,0.6722,46.69,7.34,0.2239,0.576,0.4808
109,0.7371,15.86,4.38,0.3905,0.684,0.5905
78,0.6572,1.01,7.62,0.1378,0.5062,0.6273
90,0.9856,90.65,28.36,0.1657,0.7084,0.6644
192,0.6626,10.67,15.29,0.1511,0.3497,0.5186
69,0.5548,97.94,4.87,0.5704,0.1058,0.5514
106,0.3932,1.6,46.6,0.0879,0.6546,0.4354
13,0.5328,3.85,25.27,0.5808,0.6519,0.6096
129,0.6163,6.42,23.56,0.1614,0.7657,0.5703
26,0.9081,21.87,62.47,0.1468,0.6204,0.7659
26,0.8551,111.98,11.32,0.2544,0.6241,0.5375
161,0.4823,8.49,16.9,0.3538,0.1757,0.4694
95,0.5551,8.89,8.05,0.1437,0.5993,0.4629
17,0.5384,8.37,14.65,0.2387,0.3067,0.4659
80,0.3653,7.21,6.16,0.3024,0.4637,0.3882
93,1.0,51.8,24.44,0.4198,0.7187,0.7571
155,0.7581,22.76,20.73,0.3,0.5532,0.6511
98,0.9661,14.82,18.54,0.4827,0.4823,0.7664
32,0.5305,17.01,41.62,0.319,0.4216,0.5488
120,0.6863,4.99,27.59,0.1333,0.7647,0.5939
172,0.7741,46.95,51.91,0.2843,0.2947,0.6483
185,0.9826,49.76,10.64,0.4458,0.4578,0.63
72,0.7511,38.08,22.17,0.6797,0.2644,0.718
97,0.6799,7.35,6.78,0.2066,0.5898,0.5149
186,0.3992,13.82,19.19,0.2823,0.5264,0.5131
116,0.6597,50.56,52.17,0.3511,0.6003,0.6225
8,0.6192,69.67,6.96,0.3625,0.35,0.5161
185,0.7563,18.9,5.43,0.1489,0.858,0.5946
48,0.9664,74.66,16.9,0.2823,0.3213,0.64
47,0.8211,71.15,25.67,0.2068,0.5439,0.5432
23,0.9781,19.23,23.14,0.2834,0.7861,0.7663
171,0.7327,13.83,62.67,0.2435,0.1707,0.6098
16,0.6506,71.25,31.01,0.2579,0.6604,0.5492
82,0.5524,4.16,44.46,0.869,0.5228,0.6933
112,0.5323,8.47,22.29,0.5169,0.0599,0.6307
134,0.6979,76.02,6.08,0.3553,0.3526,0.4759
115,0.9808,16.61,49.5,0.2813,0.522,0.7881
18,0.7807,72.98,15.82,0.4304,0.2995,0.6216
172,0.6036,2.65,5.58,0.2815,0.4984,0.5606
150,0.5468,31.2,5.48,0.359,0.6673,0.5391
141,0.5134,33.63,38.65,0.4108,0.4171,0.5081
156,0.9175,27.89,23.09,0.398,0.5003,0.6153
38,0.5356,73.22,7.26,0.4158,0.6124,0.4393
64,0.848,10.75,46.74,0.4672,0.5856,0.7844
126,0.5528,29.06,35.83,0.4104,0.2674,0.611
178,0.346,8.19,7.58,0.0986,0.8297,0.4074
156,0.3139,28.52,52.92,0.5336,0.6217,0.5087
24,0.3874,9.67,71.73,0.6228,0.5427,0.5201
61,0.5001,13.97,42.15,0.2351,0.3852,0.5907
75,0.5324,22.04,4.14,0.2865,0.2775,0.4445
21,0.5206,15.77,10.35,0.0603,0.7839,0.4968
62,0.5558,14.82,34.02,0.1811,0.5651,0.5051
18,0.7215,31.09,10.65,0.4428,0.6631,0.6068
68,0.6737,15.76,7.02,0.5248,0.3261,0.6198
13,0.4845,2.43,34.71,0.2025,0.4667,0.5317
131,0.37,8.74,8.33,0.1223,0.7194,0.4368
188,0.7932,63.66,31.81,0.3244,0.2545,0.511
171,0.3869,18.93,21.01,0.309,0.4093,0.4274
20,0.7638,30.43,7.8,0.253,0.7873,0.6463
73,0.7197,24.15,25.14,0.3411,0.8089,0.5655
168,0.8589,2.32,8.58,0.6351,0.3947,0.6607
183,0.3924,5.28,24.92,0.095,0.2899,0.4133
42,0.7703,14.48,14.27,0.0809,0.6014,0.5635
95,0.7631,7.2,3.21,0.4161,0.3266,0.6085
165,0.5795,46.83,4.51,0.4235,0.2817,0.5161
4,0.8307,8.37,31.74,0.3189,0.1619,0.5895
77,0.725,18.65,12.48,0.1988,0.4456,0.4989
102,0.7558,6.83,7.91,0.3907,0.9626,0.6503
103,0.5472,27.99,24.32,0.2061,0.8745,0.598
118,0.7517,5.12,17.18,0.0999,0.4987,0.6345
92,0.5295,38.28,18.31,0.5343,0.244,0.5803
42,0.5768,2.35,7.52,0.0969,0.5015,0.5515
197,0.5774,4.12,7.73,0.593,0.2636,0.6025
3,0.4535,17.68,9.62,0.1043,0.6949,0.4731
47,0.7023,37.71,41.76,0.081,0.7949,0.5647
9,0.3747,33.7,9.03,0.1636,0.608,0.3486
103,0.9843,13.3,29.68,0.5087,0.1702,0.7503
80,0.4546,69.99,18.4,0.147,0.5479,0.4218
40,0.9368,6.08,30.31,0.2587,0.5641,0.7744
120,0.8057,87.59,11.54,0.2299,0.7953,0.4728
119,0.6646,11.9,15.52,0.2991,0.2987,0.6157
99,0.9153,31.92,20.12,0.3556,0.6254,0.564
145,0.6395,5.69,3.11,0.5162,0.3742,0.607
11,0.7454,6.45,7.28,0.2559,0.1473,0.6336
70,0.5833,36.18,27.48,0.0918,0.2865,0.4823
100,0.8966,42.51,34.46,0.2548,0.5329,0.6024
167,0.8317,69.54,31.04,0.4831,0.251,0.5907
132,0.7216,6.75,18.13,0.2501,0.2855,0.5902
112,0.8199,3.92,7.73,0.0416,0.6281,0.6927
121,0.7115,22.26,18.9,0.147,0.1755,0.53
146,0.7043,15.51,12.13,0.2916,0.6389,0.7032
81,0.7506,7.86,62.16,0.3239,0.3985,0.6522
190,0.5561,45.59,16.0,0.4586,0.2159,0.5199
57,0.8415,55.44,8.58,0.1878,0.6602,0.6365
177,0.317,37.29,42.97,0.1342,0.1502,0.3412
9,0.529,19.85,14.47,0.4275,0.2507,0.4783
5,0.8331,103.72,7.93,0.4359,0.6072,0.515
147,0.6816,14.5,13.51,0.454,0.7877,0.6104
183,0.8244,44.63,14.25,0.7057,0.5776,0.6708
133,0.7258,32.12,24.63,0.4077,0.7132,0.7594
92,0.421,3.11,38.08,0.1551,0.8299,0.5212
123,0.4624,35.85,15.76,0.1623,0.2479,0.3487
111,0.7229,7.9,13.93,0.2388,0.8194,0.606
171,0.647,19.82,24.2,0.746,0.0838,0.5578
192,0.3857,53.49,25.94,0.3506,0.5979,0.3911
152,0.8488,19.99,35.38,0.2297,0.1527,0.6839
120,0.8147,28.0,6.15,0.384,0.804,0.4927
100,0.7128,13.45,12.41,0.1929,0.5651,0.5169
137,0.4853,70.75,18.58,0.1838,0.5495,0.4794
191,0.7078,8.52,12.29,0.0954,0.6141,0.6077
95,0.4241,0.25,13.13,0.2942,0.4709,0.459
195,0.8786,31.86,13.67,0.3133,0.5205,0.596
152,0.6713,12.71,14.48,0.319,0.7947,0.5978
90,0.5723,10.4,2.95,0.2502,0.7149,0.5535
169,0.3349,8.08,5.6,0.1147,0.8504,0.438
49,0.4855,24.04,10.08,0.1284,0.3314,0.3802
23,0.8185,96.77,20.82,0.223,0.7973,0.5536
74,0.2575,37.31,51.25,0.3508,0.1052,0.4715
189,0.6585,2.08,33.04,0.1508,0.801,0.6924
197,0.9564,5.76,21.42,0.2188,0.4724,0.675
107,0.3389,2.71,42.74,0.3822,0.0554,0.5531
61,0.4381,9.89,2.11,0.2219,0.1083,0.507
120,0.5238,111.02,50.79,0.057,0.7846,0.4706
176,0.8296,34.56,49.2,0.1095,0.9948,0.6447
10,0.5444,28.12,28.97,0.1411,0.4444,0.593
51,0.5141,31.13,33.02,0.2408,0.7849,0.4819
193,0.7553,33.12,16.86,0.1134,0.4696,0.4937
45,0.9574,1.71,22.44,0.4241,0.4947,0.7237
